N,P,K,temperature,humidity,ph,rainfall,label
22,30,12,15.78144173,92.51077745,6.354006743999999,119.035002,orange
11,60,23,27.33684386,88.50229102,7.033012777000001,51.09802625,mungbean
57,58,77,18.72649425,17.58406365,7.978996755,81.20176515,chickpea
27,24,29,26.61423461,96.97300803,6.142010637,191.006688,coconut
3,63,16,24.38041875,61.18458224,6.868881707999999,53.13946695,lentil
5,55,18,33.50876355,45.70976142,7.322097972000001,126.6738117,pigeonpeas
86,55,21,21.54156232,59.64024162,6.803931519,109.7515385,maize
5,21,38,22.43377991,90.3396556,6.107054807999999,112.459697,pomegranate
118,40,35,26.35034208,58.50650238,7.460174812000001,121.5586297,coffee
60,54,19,18.74826712,62.49878458,6.417820493,70.23401597,maize
35,80,25,28.09269012,44.93322042,4.895927306,197.1144011,pigeonpeas
18,19,27,27.75518664,52.34605806,4.772385986000001,94.11213345,mango
11,44,17,26.34043268,55.59160391,8.016210782,35.1051197,mothbeans
20,7,45,18.90592319,89.24126808,6.077886012,112.4750941,pomegranate
57,67,25,32.34744009,66.61452812,7.551364319,64.55882254,blackgram
93,94,53,25.86632408,84.42379269,6.079178787999999,114.5357503,banana
117,79,49,25.40909896,82.36208097,6.176644228,112.9794804,banana
81,16,45,26.90435747,86.25426228,6.727468157000001,59.75980023,watermelon
23,55,16,21.01142393,69.69141302,5.111488821,185.2039114,pigeonpeas
115,18,53,29.17052093,94.19790371,6.0124803510000016,22.06994464,muskmelon
31,70,77,20.88818675,14.32313811,6.492546046,90.46228334,chickpea
27,71,23,23.45379018,46.48714759,7.10959773,150.87122019999995,pigeonpeas
31,53,16,28.7420098,85.81675947,6.452006451,48.54598575,mungbean
13,7,43,18.20230419,91.12282162,7.013481515,109.66239740000002,pomegranate
102,46,19,22.77076388,82.5993307,6.631005298,81.49543437,cotton
89,83,47,28.09577643,77.79586769,5.63127166,109.5408614,banana
3,23,30,29.70143197,95.65754365,6.078807239,215.1968037,coconut
22,11,29,28.03380598,95.01630593,5.955742971,218.0055713,coconut
10,5,42,20.24104904,91.08706822,6.887005997,109.2537734,pomegranate
34,21,42,18.75927679,89.93457597,6.648687273999999,111.0196744,pomegranate
110,22,47,29.03157242,91.82172592,6.243673725,24.93861254,muskmelon
30,64,20,33.8642935,61.57072498,6.573531614,68.02199825,blackgram
71,52,18,25.10787449,55.97732754,5.790770202999999,78.16077693,maize
59,47,53,32.86316618,91.4618874,6.8506632320000005,47.271547,papaya
37,6,13,26.03097313,91.50819306,7.511755067999999,101.2847738,orange
36,80,21,33.64769646,48.41490082,7.066087261,100.4673278,pigeonpeas
31,40,22,29.40889385,86.16063492,6.365513634,53.35486977,mungbean
113,28,48,28.87726019,92.48839665,6.170520517999999,24.44267592,muskmelon
34,65,19,23.43974653,63.22011726,5.94239222,45.40277297,lentil
93,81,50,27.71822477,76.57853189,6.0360792660000016,102.2099836,banana
37,49,25,29.914544300000006,85.85384444,6.415459592,41.39081525,mungbean
33,59,22,22.64236876,21.59396123,5.946999529,122.3886015,kidneybeans
36,65,16,25.71269843,64.1123333,7.692013657,50.17067771,lentil
120,20,34,23.56960509,50.56339727,6.906124587000001,130.3797119,coffee
87,54,20,25.61707368,63.4711755,6.576418207000001,108.8303762,maize
73,35,38,24.88921174,81.97927117,5.005306977,185.9461429,rice
60,55,40,24.9949957,88.95692783,7.02777956,151.4935635,jute
88,35,35,27.55906475,58.45742907,6.784460602,117.9389993,coffee
86,37,16,20.51716779,59.21235483,5.561510732,67.61013737,maize
22,26,38,22.92052307,85.12912161,6.988035315,110.2437841,pomegranate
4,19,42,23.83185873,87.84034604,6.306605528,111.2232716,pomegranate
34,65,47,23.48546973,93.71043692,6.833768535,191.7760562,papaya
84,40,43,25.01157559,88.33130229999998,7.228268227999999,169.4168014,jute
103,42,17,24.29470232,84.61527627,6.527541661,81.05902285,cotton
32,73,81,20.45078582,15.40312102,5.988992796000002,92.68373702,chickpea
52,70,16,33.66855394,66.60416867,7.534811832999999,67.32520551,blackgram
37,72,18,18.87614998,24.54038287,5.724242065,105.4120514,kidneybeans
8,33,29,29.98080499,49.48613279,6.442393461,91.82271568,mango
115,48,16,25.54359718,84.09229796,7.175934962,88.94245493,cotton
91,21,26,26.33377983,57.36469955,7.261313694,191.6549412,coffee
39,64,52,28.91842453,94.63676767,6.678695788,63.68794608,papaya
13,61,24,18.29783597,69.6897615,7.629910252999999,49.39111479,lentil
9,69,20,19.30607278,23.96362799,5.591560999,129.3449326,kidneybeans
113,15,29,27.09617155,63.55324262,6.779230041,190.2440566,coffee
21,38,21,29.75538903,86.45193297,6.637677489,37.54602719,mungbean
114,8,50,24.74631269,88.30866319,6.581587932000001,57.95826144,watermelon
77,55,43,25.49941707,75.99987588,6.663559451,193.71418280000003,jute
109,36,18,25.40059227,76.53237965,7.524707577,62.51388670000001,cotton
31,20,26,25.56567803,97.61361544,6.443168642000001,199.7936345,coconut
89,25,54,24.69368934,85.56967628,6.353107392999999,48.99390828,watermelon
38,14,37,21.80523051,94.63612858,6.658402594,102.6488846,pomegranate
22,59,23,27.32220619,51.27868781,4.371745575,36.5037914,mothbeans
3,68,16,18.31910448,34.69776639,4.964887857,107.4721605,pigeonpeas
12,61,19,19.33162606,24.13995025,5.655726817000001,68.51253427,kidneybeans
39,37,25,33.33024826,45.61143594,6.953246506,98.28583013,mango
117,51,15,22.9535715,78.71555832,6.044556594,99.75336197,cotton
0,12,7,20.18432263,90.65458473,6.969249676,116.8130969,orange
23,75,17,24.87425505,64.00213929,7.198076286,48.28137482,lentil
2,40,27,29.73770045,47.54885174,5.954626604,90.09586854,mango
21,6,41,24.88244467,89.39686219,7.086947687,107.1951707,pomegranate
75,36,44,23.28081,74.27607475,6.613341342999999,153.7447398,jute
22,23,44,20.13037175,89.31505137,6.1438746910000015,107.3416913,pomegranate
118,21,34,24.38534644,64.72543073,7.234258375,119.6324109,coffee
23,23,27,34.72413192,51.4271781,5.161148592,97.31258083,mango
4,67,25,23.78709569,24.35679348,5.948164454,119.6404412,kidneybeans
14,21,35,29.52501367,91.91185319,6.121005506,194.3100272,coconut
27,56,20,19.25975367,20.51346956,5.542690119,94.9533526,kidneybeans
44,60,55,34.2804607,90.55561637,6.825371185,98.54047745,papaya
110,25,54,28.91105641,90.78413842,6.425930938,23.44398467,muskmelon
118,50,19,22.95604064,82.33733678,6.360812227,66.48339303,cotton
42,62,75,18.17912258,18.90426935,7.010570541,81.84997529,chickpea
76,40,43,25.15745531,83.11713476,5.070175667,231.3843163,rice
58,63,81,19.81344531,14.69765308,6.515499548999999,78.96514709,chickpea
22,54,20,28.56149805,83.63802195,6.689825155,41.013132,mungbean
25,70,16,19.63474332,18.90705639,5.759237003,106.3598183,kidneybeans
25,12,26,28.56973521,95.67906668,6.436314406,134.83703480000003,coconut
98,22,47,29.07265321,91.91533173,6.341400922,28.83568362,muskmelon
36,66,15,30.08545364,69.34811988,6.668238556,67.1367443,blackgram
49,69,82,18.31561493,15.36143547,7.26311855,81.78710463,chickpea
40,61,22,20.94981756,65.8108757,7.002216044,44.23913012,lentil
14,5,36,24.92639065,85.19098079,5.832525853,104.7693804,pomegranate
6,13,29,27.31155708,99.96906006,5.832608027999999,201.8258633,coconut
99,38,21,22.88330922,71.59722446,6.352471866,67.72777298,maize
60,55,36,26.12797248,80.49172597,7.132389299,150.6326874,jute
40,55,18,30.38257873,40.5926071,7.115994051,47.95406479,mothbeans
40,30,35,20.89273273,91.07776977,6.269663962999999,104.4407083,pomegranate
34,68,51,27.34734861,94.17756725,6.687088097999999,40.35153141,papaya
113,6,52,27.76317235,90.35567642,6.740983646,25.21609113,muskmelon
9,10,10,22.3551049,93.52211892,6.010391864,101.5164589,orange
8,54,20,28.3340432,80.77275974,7.034214276,38.7976407,mungbean
90,52,25,25.97482359,69.36385721,6.822586546,103.2234212,maize
140,40,17,22.72767171,77.07598065,6.006085786,77.55176318,cotton
39,42,20,29.3499706,61.25353851,8.055908857999999,40.82840673,mothbeans
29,75,75,19.62416326,18.71483156,7.064790365,88.4585692,chickpea
34,66,19,32.97030511,60.18122078,7.586642101,73.44678678,blackgram
0,65,24,28.49584395,62.44616219,7.841496029,53.14531023,lentil
103,51,20,22.80213132,84.14668447,7.0466074339999984,91.6389565,cotton
23,5,44,21.20725375,94.26304717,7.16300467,107.5660804,pomegranate
17,67,18,31.2192752,56.46868874,5.611510977000001,129.20286529999998,pigeonpeas
20,69,15,23.44260668,22.77255917,5.934136378,107.4137246,kidneybeans
104,25,55,29.81196601,90.36881284,6.123802502,22.68766503,muskmelon
8,72,17,20.57341244,19.7520218,5.711439256,87.87869161,kidneybeans
77,52,41,23.89069041,83.46409075,6.097294061,167.72306319999996,jute
82,24,26,24.31274458,53.57285558,6.089443602999999,184.4103931,coffee
76,49,42,24.958779,84.47963372,5.206373153,196.95600080000003,rice
91,41,37,24.48556447,83.20630007,6.132570522999999,192.2316221,jute
44,76,22,27.26458947,68.01232937,7.775306272000001,68.91754359,blackgram
90,59,35,24.25133493,89.86454053,7.098227926,175.1742112,jute
31,79,75,18.8202251,16.1074793,8.204862075,89.73119396,chickpea
39,57,19,29.32379604,45.93248374,6.421748487,165.4113371,pigeonpeas
19,53,22,27.8640132,80.4513142,6.852884642999999,42.83053902,mungbean
25,51,18,27.77799528,54.82130787,9.45949344,50.28438729,mothbeans
4,59,25,27.68515114,81.94268594,6.227134139,54.62243308,mungbean
22,17,26,28.69818144,47.71875722,4.754435025,99.642454,mango
38,15,27,33.7462686,48.50387598,6.777788126,92.26439205,mango
120,60,15,22.31871914,83.86129998,7.288377241,65.35747011,cotton
12,80,19,21.91041045,65.21662467,5.962001484,36.10211371,lentil
94,53,40,20.27774362,82.89408619,5.718627177999999,241.9741949,rice
5,16,31,35.96054636,48.69677802,4.555688532,98.00644238,mango
85,27,45,26.0713757,88.7285657,6.467095849,57.79652846,watermelon
40,49,17,31.02215872,45.89239456,6.68727523,53.56783314,mothbeans
11,71,24,21.14011423,22.7182355,5.6066203460000015,141.6056722,kidneybeans
68,58,38,23.22397386,83.03322691,6.336253525,221.2091958,rice
22,64,82,19.48974337,17.17260319,6.4740245000000005,87.51312796,chickpea
35,38,19,25.32688786,63.18180319,9.112771682,32.71129281,mothbeans
34,76,80,20.65691793,15.84572566,7.985417393,65.23811143,chickpea
61,52,41,24.97669518,83.891805,6.880431223,204.8001847,rice
11,40,23,29.61253065,63.04749127,5.80428611,50.1978269,mothbeans
53,73,77,19.71359733,18.09665739,7.325451279,73.64476535,chickpea
5,29,44,21.02432943,93.0569505,5.578095745,104.7847006,pomegranate
14,18,30,29.80747243,52.13797867,5.191265116,95.74606104,mango
81,49,20,18.04185513,60.61494304,5.513697923,104.2321615,maize
31,36,29,33.93679864,52.72170281,6.460542749,97.4611918,mango
100,48,17,23.7805123,83.03878838,7.827877817999999,66.26555904,cotton
68,70,54,31.29986342,92.76039164,6.986228647000001,54.77830202,papaya
114,27,48,27.82054812,93.03555162,6.528404377999999,26.32405487,muskmelon
14,59,22,23.82723528,67.89815262,6.76660668,46.90725077,lentil
27,71,24,31.46417866,48.17631461,7.064973419,165.40535400000005,pigeonpeas
28,67,21,21.79792649,63.73086065,6.250994222999999,46.62370222,lentil
91,13,47,29.10968327,92.43510994,6.14410903,27.95602304,muskmelon
80,18,51,28.05380704,91.81758779,6.706053225,20.76582087,muskmelon
9,29,34,29.38471637,45.88744691,5.72742254,100.8124659,mango
78,50,43,25.12417673,85.72530641,6.348441469,159.5718087,jute
33,60,15,28.95172351,81.67085323,6.510840928,56.51103293,mungbean
105,56,15,25.96779712,81.97904282,7.272316208999999,74.14169043,cotton
111,28,26,27.77363343,64.47858698,6.937352845,192.7121236,coffee
44,58,18,28.03644051,65.06601664,6.814410927999999,72.49507741,blackgram
13,67,18,30.5753044,34.75591197,5.384762927000001,177.5764304,pigeonpeas
98,43,35,25.40785911,76.44048625,7.319952206,188.6372826,jute
16,70,20,24.80467592,40.1242747,5.6093956,121.5639121,pigeonpeas
12,20,10,24.45132792,93.10527686,6.528354932,109.4711098,orange
40,24,25,28.70595247,50.44030129,5.445008416,95.8946444,mango
22,71,17,18.15300153,19.38602098,5.509295379,107.6907964,kidneybeans
18,55,23,21.9989826,56.31006755,6.98571967,136.82743119999998,pigeonpeas
11,36,31,27.92063282,51.77965917,6.47544932,100.2585673,mango
7,63,24,22.95458237,24.03553105,5.858617867,107.7315386,kidneybeans
22,70,19,18.23775702,21.07643273,5.515615023,69.44951585,kidneybeans
39,60,21,34.89814946,63.59948557,6.97297656,64.72797143,blackgram
26,24,34,31.27180992,52.23810152,6.811291098,89.74409017,mango
12,8,10,16.14820285,91.4448027,7.995848977,107.4287664,orange
30,60,21,28.87667593,62.4901206,5.457871272999999,182.2688175,pigeonpeas
22,51,16,27.96583691,61.34900107,8.639586199,70.10472076,mothbeans
20,40,15,29.57329479,88.07505524,7.199495367999999,45.04467075,mungbean
87,38,29,25.20406808,57.88370456,6.652642579,156.1457255,coffee
33,58,24,35.45790488,68.75810535,5.269504214,108.6333046,pigeonpeas
7,15,32,25.03512351,95.89739958,6.182232762000001,174.796583,coconut
84,29,49,29.94349168,93.90741192,6.251420275,20.39020503,muskmelon
90,86,52,25.85036988,81.95580471,5.793260262,119.08561709999998,banana
24,33,35,29.26382931,54.82257868,5.342866119,100.7586226,mango
30,25,31,26.31270635,98.62048026,5.804965067,208.1181381,coconut
83,9,45,25.85483596,89.13163965,6.049609892,46.85176955,watermelon
52,56,85,20.118744600000007,14.44228303,6.81712422,88.68168643,chickpea
24,6,32,28.11321494,90.01734526,6.387067562,172.48136409999995,coconut
103,17,51,25.11189154,80.02621335,6.209888345,44.20656987,watermelon
95,26,45,29.91690582,94.55695552,6.117530021,28.16057247,muskmelon
104,73,46,29.1400919,80.1190228,6.28236237,90.45142867,banana
89,60,19,25.19192419,66.69029010000001,5.913664501,78.06639649,maize
26,72,22,28.76794904,37.57792132,4.674941549,91.72084869,pigeonpeas
28,45,23,29.65021184,80.29868321,6.489259136,56.76278363,mungbean
91,35,38,24.8972823,80.52586088,6.13428721,183.6793207,rice
24,55,78,17.30287885,15.15405941,6.64919573,75.57790384,chickpea
42,60,47,33.46873719,92.12746225,6.834808347999999,136.8277041,papaya
88,38,15,25.08239719,65.92195844,6.455116637000001,62.49190812,maize
26,52,23,29.98835437,49.60384796,4.931890506,52.92929636,mothbeans
6,68,18,24.388717,62.50453062,6.711341147000001,47.26052494,lentil
81,25,49,29.86895762,93.25103208,6.076459669,26.26243014,muskmelon
95,74,50,25.90113128,80.47152737,6.002481605,110.10323,banana
94,39,18,23.89114571,57.48775781,5.893093135,102.8301942,maize
116,38,34,23.29250318,50.04557009,6.020947179,183.468585,coffee
25,60,22,21.63149148,21.17919701,5.887263027,134.3649948,kidneybeans
33,23,45,20.00218987,85.83618191,7.116538883,112.337046,pomegranate
107,10,49,25.83202912,89.00481725,6.755192025,45.24690619,watermelon
8,38,32,29.75150773,46.73723302,4.981816523,91.405983,mango
89,57,43,26.91515043,73.19897535,6.998787171,177.22330480000005,jute
74,49,38,23.31410442,71.4509053,7.4880144039999985,164.49703730000004,jute
14,37,15,27.96235681,83.97586797,6.581351374,48.9366954,mungbean
117,76,47,25.56202173,77.38229006,6.119216009,93.10247183,banana
99,12,52,28.69708334,94.30759855,6.002927293,22.21807088,muskmelon
84,37,42,25.49674786,81.13449097,6.691074249,169.92882340000003,jute
107,72,45,28.14938935,81.54448882,5.790768046,91.40508414,banana
106,10,49,27.72653142,92.00687531,6.350623739,20.21126747,muskmelon
82,35,35,25.49386782,86.97061481,7.299076163,176.5268267,jute
23,35,18,26.4908332,47.36534833,5.414492777,36.99362831,mothbeans
12,78,23,16.06522754,18.72479695,5.99812453,88.06638775,kidneybeans
3,58,21,25.36140526,46.82652785,9.160691747,55.60523179,mothbeans
127,37,18,24.87663664,76.30050373,7.041065585,91.9223468,cotton
10,79,18,21.0643684,55.46985938,5.624731337999999,184.6226709,pigeonpeas
29,25,35,28.3575072,91.64509299,5.542873799,160.73069909999995,coconut
35,18,26,31.99490489,50.84881347,5.279388967,97.38741498,mango
35,52,19,27.10606808,89.89593328,6.698574085,37.45680611,mungbean
74,35,40,26.49109635,80.15836264,6.980400905,242.8640342,rice
93,56,36,24.01497622,82.05687182,6.98435366,185.2773389,rice
32,20,35,26.52166434,98.38227669,5.588655387,144.6261698,coconut
35,69,23,16.78791503,24.96881755,5.578410206,75.45328039,kidneybeans
102,24,54,27.72338349,90.93897939,6.698468621,22.81863447,muskmelon
34,34,35,27.27433181,47.16808054,6.422710539,95.257992,mango
27,64,21,32.84213012,68.68401492,7.543804222999999,73.67166182,blackgram
40,70,20,31.80130272,45.03186173,5.623490042999999,147.03614419999997,pigeonpeas
111,29,31,26.05968403,52.31098539,6.136286518,161.3432535,coffee
37,66,85,20.93175255,18.91295403,6.456148474,78.06910795,chickpea
66,53,19,23.09348056,60.11593810000001,6.033550195,65.49730729,maize
88,78,45,29.10403455,79.19588629,6.324270089,92.07835761,banana
79,43,39,21.66628296,80.70960551,7.062779015,210.8142087,rice
60,37,39,26.59104992,82.94164078,6.033485257000001,161.2469997,jute
25,35,20,28.90245417,43.35365671,8.923095695,71.90018566,mothbeans
77,51,44,23.25583402,82.7015932,7.124333547000001,166.2160846,jute
81,45,35,26.52872817,80.12267476,6.158376967000001,218.9163567,rice
6,37,17,28.08657178,80.35005927,6.760694227999999,38.14476781,mungbean
32,57,18,15.53834801,23.75560241,5.695422862999999,107.3850593,kidneybeans
41,62,15,29.38400259,64.14928485,7.358974541,65.24194361,blackgram
4,41,20,28.14720892,83.8001509,6.647965508,37.44800463,mungbean
94,50,37,25.66585205,80.66385045,6.94801983,209.5869708,rice
2,79,15,21.53577883,65.47227704,7.505283615,35.75107592,lentil
31,75,18,15.46789263,21.43780702,5.824208308999999,88.88796102,kidneybeans
67,43,39,26.04371967,84.96907151,5.9999690260000005,186.7536773,rice
31,25,12,18.05142392,90.03969587,7.016482298,111.7793889,orange
74,58,18,20.03728219,56.35606753,6.727303282,109.024141,maize
20,73,22,16.03768615,22.33195853,5.976312537999999,130.3900798,kidneybeans
47,80,77,17.18248372,16.42891834,7.561108006,72.85017344,chickpea
20,60,78,18.17234999,14.70085967,6.358740355,90.7760707,chickpea
99,5,47,24.13078816,84.84494575,6.649086972,51.19470197,watermelon
28,37,28,32.13409675,50.52559148,6.097869767000001,98.63333684,mango
19,72,15,28.83600962,69.76112921,6.890760124,44.08562546,lentil
24,27,9,18.86883219,93.24688124,6.157135092000001,119.3936976,orange
22,16,27,29.1797902,90.27214288,6.006784979,188.9252083,coconut
38,38,18,26.31051759,61.18749126,6.294130312999999,35.73403813,mothbeans
30,70,79,20.26942271,19.96978871,7.313122235,69.64449182,chickpea
19,39,17,29.2808618,81.8009244,6.890156495,44.47427436,mungbean
13,8,12,25.16296632,92.54736032,7.105904818,114.3117197,orange
24,45,19,26.85851927,48.8246387,5.9523849570000005,34.7426459,mothbeans
6,7,7,27.68167318,94.47316879,7.199106204,113.9995146,orange
27,40,24,27.84026517,89.99615558,7.063022095,52.84626009,mungbean
33,15,7,15.83388699,91.68293851,7.651225301,109.7571416,orange
108,23,51,26.84366082,83.85039964,6.106500787000001,40.228644,watermelon
61,44,17,26.10018422,71.57476937,6.931756557999999,102.2662445,maize
91,7,53,25.13735887,89.28272716,6.457216535,43.52897517,watermelon
64,35,23,23.02038334,61.89472002,5.680361037999999,63.03843397,maize
50,74,17,27.10053268,63.36085585,6.5408208,73.84949872,blackgram
19,65,25,18.09551014,18.29318436,5.6250964460000015,144.7902323,kidneybeans
17,11,32,28.74013335,93.39676499,5.620733794,156.76508230000005,coconut
3,72,24,36.51268371,57.92887167,6.03160778,122.6539694,pigeonpeas
111,32,34,25.46743689,69.35161206,6.392048018,171.37644619999998,coffee
36,26,26,30.17294105,51.0845903,6.814630246,95.23444287,mango
37,77,20,25.93381964,68.70533022,7.080506001,51.02372773,lentil
131,56,20,22.00817088,81.83896111,7.762647875,92.23645249,cotton
77,36,23,24.71417533,56.73426469,6.648725327,88.45361858,maize
77,36,37,26.88444878,81.46033732,6.136131869,194.5766559,rice
81,45,23,19.32666088,68.03449300000001,6.192360002999999,84.22969177,maize
35,64,78,17.92845928,14.27327988,7.496645259,85.37378769,chickpea
81,53,42,23.67575393,81.03569343,5.17782304,233.7034975,rice
9,59,25,30.39321309,60.16299493,7.699200949,35.37493212,mothbeans
67,60,25,24.92162194,66.78627406,5.750254943,109.2162279,maize
36,25,33,27.98392787,53.33018851,5.548584852,99.61465679,mango
49,55,51,24.87212063,93.90560147,6.676578778,135.16945249999998,papaya
59,62,83,18.57665902,19.22008229,8.104396057999999,72.94940441,chickpea
63,42,21,23.26237612,72.33125523,5.798423907999999,67.10225139,maize
4,24,43,22.40423537,88.1508343,7.199504273,109.8695196,pomegranate
28,58,25,27.4818649,62.04814951,6.861640036,37.81123974,lentil
94,50,19,23.30355338,73.62548442,5.873242491,97.59081274,maize
99,50,15,18.14710054,71.09445342,5.573286437,88.07753741,maize
49,54,50,25.62446619,93.18240298,6.762522087000001,97.26336657,papaya
20,50,22,30.99694676,46.42693735,9.406887533,38.31597852,mothbeans
31,6,26,29.12859129,91.30924833,5.741367375,157.2388553,coconut
112,73,48,29.244063800000006,77.32017166,5.7074889870000005,90.66727868,banana
58,70,84,20.6543203,16.60820843,6.231049027999999,74.6631118,chickpea
22,60,85,18.8392908,14.74071856,7.811997977000001,94.78189594,chickpea
26,64,22,25.95058595,40.58227261,5.16516459,109.1821183,pigeonpeas
12,34,28,33.36140093,45.02236377,6.13526938,98.81596545,mango
6,18,37,19.65690085,89.93701023,5.937649577999999,108.0458926,pomegranate
82,46,41,23.325013100000003,79.79609448,6.581693772,187.3096148,jute
98,35,18,23.79746068,74.82913698,6.252797547999999,91.76337172,maize
119,30,28,26.35770906,64.57578034,6.5052036960000015,163.62694960000005,coffee
40,68,17,34.1262979,65.14877461,7.733149554,70.40795007,blackgram
114,21,55,25.4438391,87.93923120000002,6.472756256,57.51549686,watermelon
89,60,17,25.37548751,57.21025565,5.983952675,101.7004306,maize
0,70,21,36.30049702,56.03021253,4.672437054,101.6073988,pigeonpeas
63,58,22,18.25405352,55.28220433,6.204747652999999,63.72358154,maize
96,41,40,23.58419277,72.00460848,6.090060478,190.4242157,jute
118,12,47,27.96872279,92.17444796,6.010739645,28.94766949,muskmelon
23,30,44,20.93892916,85.42912869,6.12476108,103.0295938,pomegranate
118,45,23,23.37044424,77.43198948,7.977651226,71.67870701,cotton
3,9,35,26.91641934,99.84671638,6.318552972999999,225.6323656,coconut
28,10,30,29.8690834,91.14723422,6.305740522000001,192.7678575,coconut
29,71,18,22.17499963,62.13873825,6.410441476,53.46622584,lentil
105,74,45,25.14517635,81.38204104,6.098369122,119.218154,banana
26,73,21,31.33170829,57.97429171,4.946263888,161.7820226,pigeonpeas
32,71,85,20.62767492,14.44008871,6.4039823160000005,92.06630306,chickpea
134,56,18,23.80834611,83.91902605,6.691268104,70.97358303,cotton
17,59,17,18.416700100000003,23.42829938,5.689858133,132.9801054,kidneybeans
9,21,32,32.26935342,53.56092806,5.870116071,95.94035356,mango
66,44,20,19.0781471,69.02298571,6.740000687999999,80.72515943,maize
16,6,29,29.28725038,91.95614918,5.868285082000001,132.1491176,coconut
59,55,19,31.74379487,62.51007687,7.332375138,68.97097538,blackgram
60,61,78,20.71219282,19.83643308,6.317153205,94.03659867,chickpea
21,29,12,22.30318989,92.15987039,6.438668989,117.3688104,orange
97,35,26,24.91461008,53.74144743,6.334610249,166.2549307,coffee
98,44,21,25.77175115,74.089114,6.524478032,107.4931917,maize
71,46,40,20.2801937,82.1235421,7.236705436,191.9535738,rice
36,11,13,17.34083741,93.04897191,7.1917274,112.7194284,orange
97,29,27,27.74576987,54.36976075,7.205078785,139.8619431,coffee
4,69,19,19.25100056,47.70351758,5.374358869,149.063196,pigeonpeas
21,72,17,31.52104732,66.55723677,7.580527339,61.71111448,blackgram
68,52,49,24.42561272,92.27749066,6.577192175,63.35298768,papaya
8,26,26,25.54759871,91.64194826,5.702484758,212.867626,coconut
90,42,43,20.87974371,82.00274423,6.502985292000001,202.9355362,rice
83,11,53,29.54097171,92.91778307,6.163921247999999,21.9653077,muskmelon
31,29,26,28.22373428,47.40519056,5.024124683999999,97.76832322,mango
21,31,32,35.38598705,51.42664176,5.254532213,90.29643888,mango
83,45,21,18.83344471,58.75082029,5.716222912,79.75328959999999,maize
115,11,46,24.41592661,89.39655519,6.623167177000001,40.32161859,watermelon
20,62,18,29.36358721,64.98742947,7.366542647,61.91208707,blackgram
30,7,15,33.23453301,91.06053924,7.825531916,115.7659902,orange
112,87,48,27.19711623,77.39706290000002,6.200111067999999,99.46950465,banana
27,80,24,28.42062847,61.77336343,7.815210661,49.02366803,lentil
126,37,21,25.84997269,84.16855231,6.61448588,77.03421249,cotton
120,20,45,25.66576039,88.6984228,6.114128685,54.22722466,watermelon
39,5,31,27.10134661,93.69979946,5.551963184,150.9502632,coconut
65,63,50,31.88342554,91.3256535,6.524459342,79.27201575,papaya
28,59,22,30.90607799,52.79913039,7.05181629,170.99198280000005,pigeonpeas
102,53,21,23.03814028,76.11021529,6.913678684,91.49697481,cotton
104,23,47,26.98212846,86.70068316,6.770434148,42.91292205,watermelon
84,21,55,28.47090661,94.79453182,6.494251024,21.08484101,muskmelon
96,46,22,20.58314011,69.00128641,6.499936446,66.29390357,maize
25,65,21,33.86351172,68.59232289,6.880245789,69.24464096,blackgram
113,30,50,26.03967219,83.9862443,6.277484042999999,43.87712348,watermelon
22,68,16,27.70496805,63.20915034,7.74672376,37.46160727,lentil
73,58,21,19.97215954,57.68272924,6.596060648,60.65171481,maize
26,56,22,23.05276444,60.424786,7.011121216,52.60285259,lentil
85,21,52,29.62800691,90.10051615,6.0751441160000015,23.69586761,muskmelon
52,73,79,17.25769499,18.74943955,7.840339388999999,94.00287214,chickpea
65,60,22,25.36768364,72.52054555,6.6069840860000015,107.9124111,maize
33,29,34,31.40948821,49.21729127,6.832979508999999,92.99739415,mango
40,62,19,27.32198928,34.13737127,4.697750704,96.51524028,pigeonpeas
100,46,18,24.18586246,76.04203958,6.4316895060000006,69.08056728,cotton
26,35,31,33.44619894,53.05980465,5.339556562,98.05089394,mango
89,52,42,23.09433785,81.45139295,6.14132902,196.6587013,jute
28,7,9,34.591784600000004,92.13229786,6.730757538,115.5650287,orange
36,27,26,26.58413917,95.78923137,6.25449571,171.6262299,coconut
121,36,24,23.66457347,81.69105088,7.352401887,99.36898373,cotton
91,35,39,23.79391957,80.41817957,6.970859754,206.2611855,rice
20,67,19,19.24462755,50.54495302,5.671419084,180.6465282,pigeonpeas
33,80,22,28.57006111,65.71765781,6.593961761,70.0866434,blackgram
48,65,78,17.43732714,14.33847406,7.861128148,73.0926704,chickpea
0,17,42,23.20242586,91.19442671,6.8598408210000015,109.0946323,pomegranate
27,61,18,33.30711818,67.07780816,5.266227032,108.5090168,pigeonpeas
29,21,45,23.40981539,93.13277,6.749260456,105.2240743,pomegranate
40,29,42,24.63228709,89.01574455,7.104094929,110.6956184,pomegranate
100,41,22,22.4204752,84.55794703,7.318802162000001,93.46595573,cotton
121,45,22,22.45942937,81.30681027,6.443785385,64.23026638,cotton
4,43,18,29.02955344,61.09387478,8.840656256,72.98016599,mothbeans
84,7,51,26.81530456,87.65694462,6.399669044,55.74073582,watermelon
105,95,50,27.33368994,83.67675197,5.849076099,101.0494791,banana
32,48,18,26.45707778,56.40226277,5.993513566,64.16167699,mothbeans
41,74,18,28.75751783,61.02701476,6.599147297999999,73.37686831,blackgram
89,40,43,26.24532085,72.97198375,7.124050134,189.9711184,jute
